Starting evaluation. Fasten your seat belts!
It took 0.2639303207397461 seconds to solve a problem.
Evaluation episode 66 is over. Your score is 0.75.
It took 0.13518953323364258 seconds to solve a problem.
Evaluation episode 67 is over. Your score is 1.1363636363636365.
It took 0.06863570213317871 seconds to solve a problem.
Evaluation episode 68 is over. Your score is 1.9090909090909092.
It took 0.07941651344299316 seconds to solve a problem.
Evaluation episode 69 is over. Your score is 2.0833333333333335.
It took 0.089630126953125 seconds to solve a problem.
Evaluation episode 70 is over. Your score is 1.8666666666666667.
It took 0.18032550811767578 seconds to solve a problem.
Evaluation episode 71 is over. Your score is 1.4137931034482758.
It took 0.0847771167755127 seconds to solve a problem.
Evaluation episode 72 is over. Your score is 4.142857142857143.
It took 0.10603499412536621 seconds to solve a problem.
Evaluation episode 73 is over. Your score is 1.7647058823529411.
It took 0.15906357765197754 seconds to solve a problem.
Evaluation episode 74 is over. Your score is 0.6153846153846154.
It took 0.1214151382446289 seconds to solve a problem.
Evaluation episode 75 is over. Your score is 2.85.
It took 0.09241890907287598 seconds to solve a problem.
Evaluation episode 76 is over. Your score is 5.066666666666666.
It took 0.08367729187011719 seconds to solve a problem.
Evaluation episode 77 is over. Your score is 4.071428571428571.
It took 0.15095305442810059 seconds to solve a problem.
Evaluation episode 78 is over. Your score is 1.4615384615384615.
It took 0.06631970405578613 seconds to solve a problem.
Evaluation episode 79 is over. Your score is 3.8181818181818183.
It took 0.2906961441040039 seconds to solve a problem.
Evaluation episode 80 is over. Your score is 0.3333333333333333.
It took 0.17502975463867188 seconds to solve a problem.
Evaluation episode 81 is over. Your score is 1.4137931034482758.
It took 0.14691734313964844 seconds to solve a problem.
Evaluation episode 82 is over. Your score is 1.4615384615384615.
It took 0.08463191986083984 seconds to solve a problem.
Evaluation episode 83 is over. Your score is 8.928571428571429.
It took 0.3292226791381836 seconds to solve a problem.
Evaluation episode 84 is over. Your score is 0.6415094339622641.
It took 0.10938239097595215 seconds to solve a problem.
Evaluation episode 85 is over. Your score is 0.9444444444444444.
It took 0.0701608657836914 seconds to solve a problem.
Evaluation episode 86 is over. Your score is 1.9090909090909092.
It took 0.06878519058227539 seconds to solve a problem.
Evaluation episode 87 is over. Your score is 3.5454545454545454.
It took 0.11771488189697266 seconds to solve a problem.
Evaluation episode 88 is over. Your score is 0.6842105263157895.
It took 0.05877828598022461 seconds to solve a problem.
Evaluation episode 89 is over. Your score is 1.6666666666666667.
It took 0.10556507110595703 seconds to solve a problem.
Evaluation episode 90 is over. Your score is 0.5294117647058824.
It took 0.17518162727355957 seconds to solve a problem.
Evaluation episode 91 is over. Your score is 2.4444444444444446.
It took 0.1035299301147461 seconds to solve a problem.
Evaluation episode 92 is over. Your score is 0.4444444444444444.
It took 0.12096953392028809 seconds to solve a problem.
Evaluation episode 93 is over. Your score is 2.5.
It took 0.17089200019836426 seconds to solve a problem.
Evaluation episode 94 is over. Your score is 4.035714285714286.
It took 0.11289334297180176 seconds to solve a problem.
Evaluation episode 95 is over. Your score is 2.0.
It took 0.08567070960998535 seconds to solve a problem.
Evaluation episode 96 is over. Your score is 3.0.
It took 0.20269322395324707 seconds to solve a problem.
Evaluation episode 97 is over. Your score is 2.6363636363636362.
It took 0.039284467697143555 seconds to solve a problem.
Evaluation episode 98 is over. Your score is 9.333333333333334.
It took 0.13620734214782715 seconds to solve a problem.
Evaluation episode 99 is over. Your score is 2.1739130434782608.
It took 0.04479241371154785 seconds to solve a problem.
Evaluation episode 100 is over. Your score is 7.142857142857143.
It took 0.10677289962768555 seconds to solve a problem.
Evaluation episode 101 is over. Your score is 2.2222222222222223.
It took 0.10407733917236328 seconds to solve a problem.
Evaluation episode 102 is over. Your score is 2.176470588235294.
It took 0.09602952003479004 seconds to solve a problem.
Evaluation episode 103 is over. Your score is 5.066666666666666.
It took 0.0632021427154541 seconds to solve a problem.
Evaluation episode 104 is over. Your score is 5.9.
It took 0.08603644371032715 seconds to solve a problem.
Evaluation episode 105 is over. Your score is 8.928571428571429.
It took 0.056226491928100586 seconds to solve a problem.
Evaluation episode 106 is over. Your score is 3.5555555555555554.
It took 0.14810991287231445 seconds to solve a problem.
Evaluation episode 107 is over. Your score is 1.6521739130434783.
It took 0.07585644721984863 seconds to solve a problem.
Evaluation episode 108 is over. Your score is 2.3333333333333335.
It took 0.10656857490539551 seconds to solve a problem.
Evaluation episode 109 is over. Your score is 3.4705882352941178.
It took 0.08105874061584473 seconds to solve a problem.
Evaluation episode 110 is over. Your score is 3.076923076923077.
It took 0.166517972946167 seconds to solve a problem.
Evaluation episode 111 is over. Your score is 3.4074074074074074.
It took 0.07118034362792969 seconds to solve a problem.
Evaluation episode 112 is over. Your score is 1.8181818181818181.
It took 0.1041572093963623 seconds to solve a problem.
Evaluation episode 113 is over. Your score is 1.5294117647058822.
It took 0.10482478141784668 seconds to solve a problem.
Evaluation episode 114 is over. Your score is 2.3125.
It took 0.06266403198242188 seconds to solve a problem.
Evaluation episode 115 is over. Your score is 4.4.
It took 0.06405258178710938 seconds to solve a problem.
Evaluation episode 116 is over. Your score is 5.9.
It took 0.06230735778808594 seconds to solve a problem.
Evaluation episode 117 is over. Your score is 6.4.
It took 0.12055063247680664 seconds to solve a problem.
Evaluation episode 118 is over. Your score is 2.5.
It took 0.16376996040344238 seconds to solve a problem.
Evaluation episode 119 is over. Your score is 0.6153846153846154.
It took 0.11707854270935059 seconds to solve a problem.
Evaluation episode 120 is over. Your score is 1.5.
It took 0.2945437431335449 seconds to solve a problem.
Evaluation episode 121 is over. Your score is 0.4318181818181818.
It took 0.08571529388427734 seconds to solve a problem.
Evaluation episode 122 is over. Your score is 1.2307692307692308.
It took 0.10413551330566406 seconds to solve a problem.
Evaluation episode 123 is over. Your score is 3.6470588235294117.
It took 0.06876921653747559 seconds to solve a problem.
Evaluation episode 124 is over. Your score is 3.8181818181818183.
It took 0.3011515140533447 seconds to solve a problem.
Evaluation episode 125 is over. Your score is 0.9795918367346939.
It took 0.058199405670166016 seconds to solve a problem.
Evaluation episode 126 is over. Your score is 2.3333333333333335.
It took 0.3190925121307373 seconds to solve a problem.
Evaluation episode 127 is over. Your score is 0.5384615384615384.
It took 0.07403683662414551 seconds to solve a problem.
Evaluation episode 128 is over. Your score is 2.1666666666666665.
It took 0.08841562271118164 seconds to solve a problem.
Evaluation episode 129 is over. Your score is 4.071428571428571.
It took 0.10582351684570312 seconds to solve a problem.
Evaluation episode 130 is over. Your score is 1.3888888888888888.
It took 0.1846470832824707 seconds to solve a problem.
Evaluation episode 131 is over. Your score is 2.033333333333333.
It took 0.12059354782104492 seconds to solve a problem.
Evaluation episode 132 is over. Your score is 0.6842105263157895.
It took 0.08575320243835449 seconds to solve a problem.
Evaluation episode 133 is over. Your score is 2.7142857142857144.
It took 0.06795024871826172 seconds to solve a problem.
Evaluation episode 134 is over. Your score is 6.4.
It took 0.11280035972595215 seconds to solve a problem.
Evaluation episode 135 is over. Your score is 2.533333333333333.
It took 0.0689239501953125 seconds to solve a problem.
Evaluation episode 136 is over. Your score is 2.909090909090909.
It took 0.22253727912902832 seconds to solve a problem.
Evaluation episode 137 is over. Your score is 0.75.
It took 0.3010077476501465 seconds to solve a problem.
Evaluation episode 138 is over. Your score is 0.9795918367346939.
It took 0.10640215873718262 seconds to solve a problem.
Evaluation episode 139 is over. Your score is 2.2222222222222223.
It took 0.10258269309997559 seconds to solve a problem.
Evaluation episode 140 is over. Your score is 1.7058823529411764.
It took 0.16250944137573242 seconds to solve a problem.
Evaluation episode 141 is over. Your score is 1.6785714285714286.
It took 0.09157872200012207 seconds to solve a problem.
Evaluation episode 142 is over. Your score is 1.8666666666666667.
It took 0.1264781951904297 seconds to solve a problem.
Evaluation episode 143 is over. Your score is 2.85.
It took 0.059296607971191406 seconds to solve a problem.
Evaluation episode 144 is over. Your score is 1.6666666666666667.
It took 0.07048869132995605 seconds to solve a problem.
Evaluation episode 145 is over. Your score is 3.5454545454545454.
It took 0.1118767261505127 seconds to solve a problem.
Evaluation episode 146 is over. Your score is 0.9444444444444444.
It took 0.10654044151306152 seconds to solve a problem.
Evaluation episode 147 is over. Your score is 1.7647058823529411.
It took 0.19273090362548828 seconds to solve a problem.
Evaluation episode 148 is over. Your score is 0.9354838709677419.
It took 0.06216597557067871 seconds to solve a problem.
Evaluation episode 149 is over. Your score is 2.3333333333333335.
It took 0.05823564529418945 seconds to solve a problem.
Evaluation episode 150 is over. Your score is 3.5555555555555554.
It took 0.29877734184265137 seconds to solve a problem.
Evaluation episode 151 is over. Your score is 2.0625.
It took 0.15140962600708008 seconds to solve a problem.
Evaluation episode 152 is over. Your score is 0.68.
It took 0.11031413078308105 seconds to solve a problem.
Evaluation episode 153 is over. Your score is 3.4705882352941178.
It took 0.24623608589172363 seconds to solve a problem.
Evaluation episode 154 is over. Your score is 1.4615384615384615.
It took 0.05145835876464844 seconds to solve a problem.
Evaluation episode 155 is over. Your score is 2.0.
It took 0.09338188171386719 seconds to solve a problem.
Evaluation episode 156 is over. Your score is 2.7142857142857144.
It took 0.15276336669921875 seconds to solve a problem.
Evaluation episode 157 is over. Your score is 1.1363636363636365.
It took 0.09649944305419922 seconds to solve a problem.
Evaluation episode 158 is over. Your score is 0.625.
It took 0.10661554336547852 seconds to solve a problem.
Evaluation episode 159 is over. Your score is 3.6470588235294117.
It took 0.20705437660217285 seconds to solve a problem.
Evaluation episode 160 is over. Your score is 1.6666666666666667.
It took 0.26761460304260254 seconds to solve a problem.
Evaluation episode 161 is over. Your score is 0.4318181818181818.
It took 0.23878145217895508 seconds to solve a problem.
Evaluation episode 162 is over. Your score is 0.2564102564102564.
It took 0.14264154434204102 seconds to solve a problem.
Evaluation episode 163 is over. Your score is 0.4782608695652174.
It took 0.22261953353881836 seconds to solve a problem.
Evaluation episode 164 is over. Your score is 0.8285714285714286.
It took 0.10216522216796875 seconds to solve a problem.
Evaluation episode 165 is over. Your score is 2.0588235294117645.
It took 0.21757864952087402 seconds to solve a problem.
Evaluation episode 166 is over. Your score is 0.5277777777777778.
It took 0.07537984848022461 seconds to solve a problem.
Evaluation episode 167 is over. Your score is 2.0833333333333335.
It took 0.08656716346740723 seconds to solve a problem.
Evaluation episode 168 is over. Your score is 3.0.
It took 0.09597206115722656 seconds to solve a problem.
Evaluation episode 169 is over. Your score is 1.0.
It took 0.09917211532592773 seconds to solve a problem.
Evaluation episode 170 is over. Your score is 0.625.
It took 0.09274458885192871 seconds to solve a problem.
Evaluation episode 171 is over. Your score is 2.0.
It took 0.06985855102539062 seconds to solve a problem.
Evaluation episode 172 is over. Your score is 1.2727272727272727.
It took 0.2602815628051758 seconds to solve a problem.
Evaluation episode 173 is over. Your score is 0.40476190476190477.
It took 0.1656956672668457 seconds to solve a problem.
Evaluation episode 174 is over. Your score is 2.4444444444444446.
It took 0.13988232612609863 seconds to solve a problem.
Evaluation episode 175 is over. Your score is 0.4782608695652174.
It took 0.1059725284576416 seconds to solve a problem.
Evaluation episode 176 is over. Your score is 0.5294117647058824.
It took 0.09304332733154297 seconds to solve a problem.
Evaluation episode 177 is over. Your score is 2.533333333333333.
It took 0.17165350914001465 seconds to solve a problem.
Evaluation episode 178 is over. Your score is 0.6071428571428571.
It took 0.10085868835449219 seconds to solve a problem.
Evaluation episode 179 is over. Your score is 3.75.
It took 0.0459139347076416 seconds to solve a problem.
Evaluation episode 180 is over. Your score is 7.142857142857143.
It took 0.16126275062561035 seconds to solve a problem.
Evaluation episode 181 is over. Your score is 1.037037037037037.
It took 0.3018167018890381 seconds to solve a problem.
Evaluation episode 182 is over. Your score is 2.0625.
It took 0.07280898094177246 seconds to solve a problem.
Evaluation episode 183 is over. Your score is 1.0833333333333333.
It took 0.21201682090759277 seconds to solve a problem.
Evaluation episode 184 is over. Your score is 2.6363636363636362.
It took 0.21863627433776855 seconds to solve a problem.
Evaluation episode 185 is over. Your score is 0.8285714285714286.
It took 0.06354141235351562 seconds to solve a problem.
Evaluation episode 186 is over. Your score is 4.4.
It took 0.08786678314208984 seconds to solve a problem.
Evaluation episode 187 is over. Your score is 4.071428571428571.
It took 0.07509732246398926 seconds to solve a problem.
Evaluation episode 188 is over. Your score is 2.1666666666666665.
It took 0.07635855674743652 seconds to solve a problem.
Evaluation episode 189 is over. Your score is 4.0.
It took 0.24705290794372559 seconds to solve a problem.
Evaluation episode 190 is over. Your score is 1.4615384615384615.
It took 0.07780146598815918 seconds to solve a problem.
Evaluation episode 191 is over. Your score is 2.1666666666666665.
It took 0.09046006202697754 seconds to solve a problem.
Evaluation episode 192 is over. Your score is 4.142857142857143.
It took 0.10106205940246582 seconds to solve a problem.
Evaluation episode 193 is over. Your score is 3.0625.
It took 0.07040643692016602 seconds to solve a problem.
Evaluation episode 194 is over. Your score is 2.090909090909091.
It took 0.10891842842102051 seconds to solve a problem.
Evaluation episode 195 is over. Your score is 1.3888888888888888.
It took 0.3367726802825928 seconds to solve a problem.
Evaluation episode 196 is over. Your score is 0.6415094339622641.
It took 0.18383431434631348 seconds to solve a problem.
Evaluation episode 197 is over. Your score is 2.033333333333333.
It took 0.17063236236572266 seconds to solve a problem.
Evaluation episode 198 is over. Your score is 3.4814814814814814.
It took 0.14215874671936035 seconds to solve a problem.
Evaluation episode 199 is over. Your score is 2.1739130434782608.
It took 0.14487886428833008 seconds to solve a problem.
Evaluation episode 200 is over. Your score is 1.6521739130434783.
Evaluation is done. Median relative score: 2.00, mean relative score: 2.33, iters frac: 1.88
total_eval_time	25.651308059692383
Results for	../data/uniform-random-3-sat/test/uf50-218
median_relative_score:	2.0
mean_relative_score:	2.3263878666132194
min_score:	0.2564102564102564
max_score:	9.333333333333334
Starting evaluation. Fasten your seat belts!
It took 0.26772522926330566 seconds to solve a problem.
Evaluation episode 1 is over. Your score is 0.40476190476190477.
It took 0.10905814170837402 seconds to solve a problem.
Evaluation episode 2 is over. Your score is 3.2941176470588234.
It took 0.1788499355316162 seconds to solve a problem.
Evaluation episode 3 is over. Your score is 0.6071428571428571.
It took 0.14572477340698242 seconds to solve a problem.
Evaluation episode 4 is over. Your score is 0.4782608695652174.
It took 0.20827817916870117 seconds to solve a problem.
Evaluation episode 5 is over. Your score is 1.6666666666666667.
It took 0.16631746292114258 seconds to solve a problem.
Evaluation episode 6 is over. Your score is 1.6785714285714286.
It took 0.10442638397216797 seconds to solve a problem.
Evaluation episode 7 is over. Your score is 3.0625.
It took 0.19844913482666016 seconds to solve a problem.
Evaluation episode 8 is over. Your score is 0.9354838709677419.
It took 0.08843493461608887 seconds to solve a problem.
Evaluation episode 9 is over. Your score is 5.071428571428571.
It took 0.1648426055908203 seconds to solve a problem.
Evaluation episode 10 is over. Your score is 1.037037037037037.
It took 0.06454849243164062 seconds to solve a problem.
Evaluation episode 11 is over. Your score is 7.9.
It took 0.08396124839782715 seconds to solve a problem.
Evaluation episode 12 is over. Your score is 1.2307692307692308.
It took 0.17587494850158691 seconds to solve a problem.
Evaluation episode 13 is over. Your score is 4.035714285714286.
It took 0.07425045967102051 seconds to solve a problem.
Evaluation episode 14 is over. Your score is 1.9166666666666667.
It took 0.11725926399230957 seconds to solve a problem.
Evaluation episode 15 is over. Your score is 2.0.
It took 0.07454562187194824 seconds to solve a problem.
Evaluation episode 16 is over. Your score is 4.0.
It took 0.1772153377532959 seconds to solve a problem.
Evaluation episode 17 is over. Your score is 3.4814814814814814.
It took 0.1583690643310547 seconds to solve a problem.
Evaluation episode 18 is over. Your score is 0.68.
It took 0.12895941734313965 seconds to solve a problem.
Evaluation episode 19 is over. Your score is 0.8095238095238095.
It took 0.0722513198852539 seconds to solve a problem.
Evaluation episode 20 is over. Your score is 2.909090909090909.
It took 0.07493352890014648 seconds to solve a problem.
Evaluation episode 21 is over. Your score is 2.3333333333333335.
It took 0.14867711067199707 seconds to solve a problem.
Evaluation episode 22 is over. Your score is 0.4782608695652174.
It took 0.1774284839630127 seconds to solve a problem.
Evaluation episode 23 is over. Your score is 2.392857142857143.
It took 0.22661590576171875 seconds to solve a problem.
Evaluation episode 24 is over. Your score is 0.5277777777777778.
It took 0.0847923755645752 seconds to solve a problem.
Evaluation episode 25 is over. Your score is 0.5714285714285714.
It took 0.10753917694091797 seconds to solve a problem.
Evaluation episode 26 is over. Your score is 0.4444444444444444.
It took 0.08226227760314941 seconds to solve a problem.
Evaluation episode 27 is over. Your score is 3.076923076923077.
It took 0.12990236282348633 seconds to solve a problem.
Evaluation episode 28 is over. Your score is 0.8095238095238095.
It took 0.13092637062072754 seconds to solve a problem.
Evaluation episode 29 is over. Your score is 1.0.
It took 0.08662128448486328 seconds to solve a problem.
Evaluation episode 30 is over. Your score is 5.071428571428571.
It took 0.10269737243652344 seconds to solve a problem.
Evaluation episode 31 is over. Your score is 3.75.
It took 0.24345898628234863 seconds to solve a problem.
Evaluation episode 32 is over. Your score is 0.2564102564102564.
It took 0.10677814483642578 seconds to solve a problem.
Evaluation episode 33 is over. Your score is 1.5294117647058822.
It took 0.29700374603271484 seconds to solve a problem.
Evaluation episode 34 is over. Your score is 0.3333333333333333.
It took 0.10207509994506836 seconds to solve a problem.
Evaluation episode 35 is over. Your score is 1.7058823529411764.
It took 0.04012179374694824 seconds to solve a problem.
Evaluation episode 36 is over. Your score is 9.333333333333334.
It took 0.05092501640319824 seconds to solve a problem.
Evaluation episode 37 is over. Your score is 3.125.
It took 0.19211506843566895 seconds to solve a problem.
Evaluation episode 38 is over. Your score is 1.5483870967741935.
It took 0.09591150283813477 seconds to solve a problem.
Evaluation episode 39 is over. Your score is 1.0.
It took 0.07413482666015625 seconds to solve a problem.
Evaluation episode 40 is over. Your score is 1.9166666666666667.
It took 0.08412861824035645 seconds to solve a problem.
Evaluation episode 41 is over. Your score is 0.5714285714285714.
It took 0.07937097549438477 seconds to solve a problem.
Evaluation episode 42 is over. Your score is 2.1666666666666665.
It took 0.17151355743408203 seconds to solve a problem.
Evaluation episode 43 is over. Your score is 0.7142857142857143.
It took 0.0664513111114502 seconds to solve a problem.
Evaluation episode 44 is over. Your score is 2.0.
It took 0.10639405250549316 seconds to solve a problem.
Evaluation episode 45 is over. Your score is 3.2941176470588234.
It took 0.09978961944580078 seconds to solve a problem.
Evaluation episode 46 is over. Your score is 2.3125.
It took 0.17298102378845215 seconds to solve a problem.
Evaluation episode 47 is over. Your score is 2.392857142857143.
It took 0.06264328956604004 seconds to solve a problem.
Evaluation episode 48 is over. Your score is 7.9.
It took 0.0701289176940918 seconds to solve a problem.
Evaluation episode 49 is over. Your score is 1.8181818181818181.
It took 0.06671905517578125 seconds to solve a problem.
Evaluation episode 50 is over. Your score is 2.0.
It took 0.1363215446472168 seconds to solve a problem.
Evaluation episode 51 is over. Your score is 2.227272727272727.
It took 0.16408586502075195 seconds to solve a problem.
Evaluation episode 52 is over. Your score is 3.4074074074074074.
It took 0.10337257385253906 seconds to solve a problem.
Evaluation episode 53 is over. Your score is 2.0588235294117645.
It took 0.3134937286376953 seconds to solve a problem.
Evaluation episode 54 is over. Your score is 0.5384615384615384.
It took 0.07251143455505371 seconds to solve a problem.
Evaluation episode 55 is over. Your score is 1.0833333333333333.
It took 0.07113957405090332 seconds to solve a problem.
Evaluation episode 56 is over. Your score is 2.090909090909091.
It took 0.13435006141662598 seconds to solve a problem.
Evaluation episode 57 is over. Your score is 2.227272727272727.
It took 0.17104554176330566 seconds to solve a problem.
Evaluation episode 58 is over. Your score is 0.7142857142857143.
It took 0.10567569732666016 seconds to solve a problem.
Evaluation episode 59 is over. Your score is 2.176470588235294.
It took 0.06856608390808105 seconds to solve a problem.
Evaluation episode 60 is over. Your score is 1.2727272727272727.
It took 0.12488269805908203 seconds to solve a problem.
Evaluation episode 61 is over. Your score is 1.0.
It took 0.10868382453918457 seconds to solve a problem.
Evaluation episode 62 is over. Your score is 1.5.
It took 0.08600854873657227 seconds to solve a problem.
Evaluation episode 63 is over. Your score is 4.071428571428571.
It took 0.05111122131347656 seconds to solve a problem.
Evaluation episode 64 is over. Your score is 3.125.
It took 0.19022846221923828 seconds to solve a problem.
Evaluation episode 65 is over. Your score is 1.5483870967741935.
It took 0.2143402099609375 seconds to solve a problem.
Evaluation episode 66 is over. Your score is 0.75.
It took 0.1413881778717041 seconds to solve a problem.
Evaluation episode 67 is over. Your score is 1.1363636363636365.
It took 0.07070112228393555 seconds to solve a problem.
Evaluation episode 68 is over. Your score is 1.9090909090909092.
It took 0.07673025131225586 seconds to solve a problem.
Evaluation episode 69 is over. Your score is 2.0833333333333335.
It took 0.09153532981872559 seconds to solve a problem.
Evaluation episode 70 is over. Your score is 1.8666666666666667.
It took 0.17682623863220215 seconds to solve a problem.
Evaluation episode 71 is over. Your score is 1.4137931034482758.
It took 0.08960604667663574 seconds to solve a problem.
Evaluation episode 72 is over. Your score is 4.142857142857143.
It took 0.1092233657836914 seconds to solve a problem.
Evaluation episode 73 is over. Your score is 1.7647058823529411.
It took 0.16230273246765137 seconds to solve a problem.
Evaluation episode 74 is over. Your score is 0.6153846153846154.
It took 0.12542724609375 seconds to solve a problem.
Evaluation episode 75 is over. Your score is 2.85.
It took 0.09279918670654297 seconds to solve a problem.
Evaluation episode 76 is over. Your score is 5.066666666666666.
It took 0.08533239364624023 seconds to solve a problem.
Evaluation episode 77 is over. Your score is 4.071428571428571.
